date,stock_id,link,source,title
2021-03-05 01:56:29,2330,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BBadr4%E6%97%A5%E4%B8%8B%E8%B7%8C7-30%E7%BE%8E%E5%85%83%E8%B7%8C%E5%B9%855-94-%E6%8A%98%E5%8F%B0%E8%82%A1653-45%E5%85%83-015629138.html?bcmt=1,Yahoo奇摩理財,台積電ADR4日下跌7.30美元跌幅5.94%折台股653.45元 - Yahoo奇摩理財
2021-03-05 02:24:37,2330,https://tw.stock.yahoo.com/news/%E7%86%B1%E9%96%80%E6%97%8F%E7%BE%A4-%E9%9B%A3%E5%85%84%E9%9B%A3%E5%BC%9F-%E8%81%AF%E9%9B%BBbye%E4%BA%8650%E9%97%9C-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E4%B9%9F%E5%88%A5%E4%BA%86600%E9%97%9C-022437605.html,Yahoo奇摩股市,《熱門族群》難兄難弟 聯電Bye了50關、台積電也別了600關 - Yahoo奇摩股市
2021-03-05 02:48:07,2330,https://udn.com/news/story/12806/5296141?from=udn-ch1_breaknews-1-0-news,UDN 聯合新聞網,台積電失守600元震撼投資人 後市該買？該賣？ - UDN 聯合新聞網
2021-03-05 03:51:06,2330,https://udn.com/news/story/6811/5296323?from=udn-catelistnews_ch2,UDN 聯合新聞網,晶片短缺要怪台積電？ 美台商會會長抱屈 - UDN 聯合新聞網
2021-03-05 04:27:21,2330,https://money.udn.com/money/story/5612/5296420?from=edn_catehotlist_story,經濟日報,"台積電今年將徵近9,000名新人 校園徵才啟動 - 經濟日報"
2021-03-05 04:47:50,2330,https://tw.appledaily.com/property/20210305/WGJFIFDSNRCWHJMMQEHCSDJCDQ/,台灣蘋果日報,基板短缺傷半導體業！ 台積電大客戶博通Q1財報遜色｜ 蘋果新聞網｜ 蘋果日報 - 台灣蘋果日報
2021-03-05 05:22:23,2330,https://money.udn.com/money/story/5612/5296608,經濟日報,"台積電為因應技術開發需求 預計招募近9,000名新進同仁 - 經濟日報"
2021-03-05 05:45:13,2330,https://tw.stock.yahoo.com/news/%E5%92%8C%E6%B3%B0%E8%BB%8A%E3%80%81%E5%8F%B0%E7%A9%8D%E9%9B%BB%E8%82%A1%E5%83%B9%E4%B8%8D%E7%9B%B8%E4%B8%8A%E4%B8%8B-%E6%88%91%E5%80%91%E8%A9%B2%E6%80%8E%E9%BA%BC%E9%81%B8%EF%BC%9F-054513326.html,Yahoo奇摩股市,和泰車、台積電股價不相上下 我們該怎麼選？ - Yahoo奇摩股市
2021-03-05 05:55:08,2330,https://udn.com/news/story/7251/5296698?from=udn-catelistnews_ch2,UDN 聯合新聞網,"台積電守住600關！ 台股跌15,855點、下跌51點 - UDN 聯合新聞網"
2021-03-05 07:24:00,2330,https://www.businesstoday.com.tw/article/category/183034/post/202103050017/,今周刊,台積電今年招兵9000人！ 土木、心理、財會科系畢業生「全都要」 具備這兩條件特佳 - 今周刊
