date,stock_id,type,value,origin_name
2014-06-30,2330,NoncontrollingInterests,-43448000.0,綜合損益總額歸屬於非控制權益
2014-06-30,2330,OperatingExpenses,20251800000.0,營業費用
2014-06-30,2330,OperatingIncome,70713900000.0,營業利益（損失）
2014-06-30,2330,OtherComprehensiveIncome,-3098650000.0,其他綜合損益（淨額）
2014-06-30,2330,OTHNOE,-227251000.0,其他收益及費損淨額
2014-06-30,2330,PreTaxIncome,74098100000.0,稅前淨利（淨損）
2014-06-30,2330,RealizedGain,-4369000.0,已實現銷貨（損）益
2014-06-30,2330,Revenue,183020000000.0,營業收入
2014-06-30,2330,TAX,14438300000.0,所得稅費用（利益）
2014-06-30,2330,TotalConsolidatedProfitForThePeriod,56561200000.0,本期綜合損益總額
2014-06-30,2330,TotalNonoperatingIncomeAndExpense,3384200000.0,營業外收入及支出
2014-09-30,2330,CostOfGoodsSold,103468000000.0,營業成本
2014-09-30,2330,EPS,2.94,基本每股盈餘（元）
2014-09-30,2330,EquityAttributableToOwnersOfParent,79715100000.0,綜合損益總額歸屬於母公司業主
2014-09-30,2330,GrossProfit,105578000000.0,營業毛利（毛損）淨額
2014-09-30,2330,IncomeAfterTaxes,76304600000.0,本期淨利（淨損）
2014-09-30,2330,IncomeBeforeIncomeTax,85381200000.0,稅前淨利(淨損)
2014-09-30,2330,IncomeFromContinuingOperations,76304600000.0,繼續營業單位本期淨利（淨損）
2014-09-30,2330,NetIncome,76304600000.0,本期淨利(淨損)
2014-09-30,2330,NoncontrollingInterests,-30168000.0,綜合損益總額歸屬於非控制權益
2014-09-30,2330,OperatingExpenses,21141100000.0,營業費用
2014-09-30,2330,OperatingIncome,84432000000.0,營業利益（損失）
2014-09-30,2330,OtherComprehensiveIncome,3380360000.0,其他綜合損益（淨額）
2014-09-30,2330,OTHNOE,-5300000.0,其他收益及費損淨額
2014-09-30,2330,PreTaxIncome,85381200000.0,稅前淨利（淨損）
2014-09-30,2330,RealizedGain,-3206000.0,已實現銷貨（損）益
2014-09-30,2330,Revenue,209050000000.0,營業收入
2014-09-30,2330,TAX,9076590000.0,所得稅費用（利益）
2014-09-30,2330,TotalConsolidatedProfitForThePeriod,79685000000.0,本期綜合損益總額
2014-09-30,2330,TotalNonoperatingIncomeAndExpense,949208000.0,營業外收入及支出
2014-12-31,2330,CostOfGoodsSold,111973000000.0,營業成本
2014-12-31,2330,EPS,3.09,基本每股盈餘（元）
2014-12-31,2330,EquityAttributableToOwnersOfParent,89113700000.0,綜合損益總額歸屬於母公司業主
2014-12-31,2330,GrossProfit,110563000000.0,營業毛利（毛損）淨額
2014-12-31,2330,IncomeAfterTaxes,79970600000.0,本期淨利（淨損）
2014-12-31,2330,IncomeBeforeIncomeTax,89316400000.0,稅前淨利(淨損)
2014-12-31,2330,IncomeFromContinuingOperations,79970600000.0,繼續營業單位本期淨利（淨損）
2014-12-31,2330,NetIncome,79970600000.0,本期淨利(淨損)
2014-12-31,2330,NoncontrollingInterests,-4749000.0,綜合損益總額歸屬於非控制權益
2014-12-31,2330,OperatingExpenses,21575100000.0,營業費用
2014-12-31,2330,OperatingIncome,88222000000.0,營業利益（損失）
2014-12-31,2330,OtherComprehensiveIncome,9138310000.0,其他綜合損益（淨額）
2014-12-31,2330,OTHNOE,-765846000.0,其他收益及費損淨額
2014-12-31,2330,PreTaxIncome,89316400000.0,稅前淨利（淨損）
2014-12-31,2330,RealizedGain,15114000.0,已實現銷貨（損）益
2014-12-31,2330,Revenue,222521000000.0,營業收入
2014-12-31,2330,TAX,9345760000.0,所得稅費用（利益）
2014-12-31,2330,TotalConsolidatedProfitForThePeriod,89108900000.0,本期綜合損益總額
2014-12-31,2330,TotalNonoperatingIncomeAndExpense,1094360000.0,營業外收入及支出
2015-03-31,2330,CostOfGoodsSold,112585000000.0,營業成本
2015-03-31,2330,EPS,3.05,基本每股盈餘（元）
2015-03-31,2330,EquityAttributableToOwnersOfParent,77351500000.0,綜合損益總額歸屬於母公司業主
2015-03-31,2330,GrossProfit,109429000000.0,營業毛利（毛損）淨額
2015-03-31,2330,IncomeAfterTaxes,78983900000.0,本期淨利（淨損）
2015-03-31,2330,IncomeBeforeIncomeTax,88259000000.0,稅前淨利(淨損)
2015-03-31,2330,IncomeFromContinuingOperations,78983900000.0,繼續營業單位本期淨利（淨損）
2015-03-31,2330,NetIncome,78983900000.0,本期淨利(淨損)
2015-03-31,2330,NoncontrollingInterests,-13153000.0,綜合損益總額歸屬於非控制權益
2015-03-31,2330,OperatingExpenses,22538500000.0,營業費用
2015-03-31,2330,OperatingIncome,86626100000.0,營業利益（損失）
2015-03-31,2330,OtherComprehensiveIncome,-1645580000.0,其他綜合損益（淨額）
2015-03-31,2330,OTHNOE,-264629000.0,其他收益及費損淨額
2015-03-31,2330,PreTaxIncome,88259000000.0,稅前淨利（淨損）
2015-03-31,2330,RealizedGain,-19547000.0,已實現銷貨（損）益
2015-03-31,2330,Revenue,222034000000.0,營業收入
2015-03-31,2330,TAX,9275070000.0,所得稅費用（利益）
2015-03-31,2330,TotalConsolidatedProfitForThePeriod,77338300000.0,本期綜合損益總額
2015-03-31,2330,TotalNonoperatingIncomeAndExpense,1632860000.0,營業外收入及支出
2015-06-30,2330,CostOfGoodsSold,105736000000.0,營業成本
2015-06-30,2330,EPS,3.06,基本每股盈餘（元）
2015-06-30,2330,EquityAttributableToOwnersOfParent,59161100000.0,綜合損益總額歸屬於母公司業主
2015-06-30,2330,GrossProfit,99705000000.0,營業毛利（毛損）淨額
2015-06-30,2330,IncomeAfterTaxes,79412900000.0,本期淨利（淨損）
2015-06-30,2330,IncomeBeforeIncomeTax,98131700000.0,稅前淨利(淨損)
2015-06-30,2330,IncomeFromContinuingOperations,79412900000.0,繼續營業單位本期淨利（淨損）
2015-06-30,2330,NetIncome,79412900000.0,本期淨利(淨損)
2015-06-30,2330,NoncontrollingInterests,-7532000.0,綜合損益總額歸屬於非控制權益
2015-06-30,2330,OperatingExpenses,22555200000.0,營業費用
2015-06-30,2330,OperatingIncome,77069100000.0,營業利益（損失）
2015-06-30,2330,OtherComprehensiveIncome,-20259400000.0,其他綜合損益（淨額）
2015-06-30,2330,OTHNOE,-80686000.0,其他收益及費損淨額
2015-06-30,2330,PreTaxIncome,98131700000.0,稅前淨利（淨損）
2015-06-30,2330,RealizedGain,1011000.0,已實現銷貨（損）益
2015-06-30,2330,Revenue,205440000000.0,營業收入
2015-06-30,2330,TAX,18718800000.0,所得稅費用（利益）
2015-06-30,2330,TotalConsolidatedProfitForThePeriod,59153500000.0,本期綜合損益總額
2015-06-30,2330,TotalNonoperatingIncomeAndExpense,21062600000.0,營業外收入及支出
2015-09-30,2330,CostOfGoodsSold,110188000000.0,營業成本
2015-09-30,2330,EPS,2.9,基本每股盈餘（元）
2015-09-30,2330,EquityAttributableToOwnersOfParent,84613000000.0,綜合損益總額歸屬於母公司業主
2015-09-30,2330,GrossProfit,102336000000.0,營業毛利（毛損）淨額
2015-09-30,2330,IncomeAfterTaxes,75317300000.0,本期淨利（淨損）
2015-09-30,2330,IncomeBeforeIncomeTax,83394600000.0,稅前淨利(淨損)
2015-09-30,2330,IncomeFromContinuingOperations,75317300000.0,繼續營業單位本期淨利（淨損）
2015-09-30,2330,NetIncome,75317300000.0,本期淨利(淨損)
2015-09-30,2330,NoncontrollingInterests,-11401000.0,綜合損益總額歸屬於非控制權益
2015-09-30,2330,OperatingExpenses,22160200000.0,營業費用
2015-09-30,2330,OperatingIncome,78388900000.0,營業利益（損失）
2015-09-30,2330,OtherComprehensiveIncome,9284320000.0,其他綜合損益（淨額）
2015-09-30,2330,OTHNOE,-1786670000.0,其他收益及費損淨額
2015-09-30,2330,PreTaxIncome,83394600000.0,稅前淨利（淨損）
2015-09-30,2330,RealizedGain,19271000.0,已實現銷貨（損）益
2015-09-30,2330,Revenue,212505000000.0,營業收入
2015-09-30,2330,TAX,8077320000.0,所得稅費用（利益）
2015-09-30,2330,TotalConsolidatedProfitForThePeriod,84601600000.0,本期綜合損益總額
2015-09-30,2330,TotalNonoperatingIncomeAndExpense,5005690000.0,營業外收入及支出
2015-12-31,2330,CostOfGoodsSold,104608000000.0,營業成本
2015-12-31,2330,EPS,2.81,基本每股盈餘（元）
2015-12-31,2330,EquityAttributableToOwnersOfParent,70742200000.0,綜合損益總額歸屬於母公司業主
2015-12-31,2330,GrossProfit,98924900000.0,營業毛利（毛損）淨額
2015-12-31,2330,IncomeAfterTaxes,72842100000.0,本期淨利（淨損）
2015-12-31,2330,IncomeBeforeIncomeTax,80643600000.0,稅前淨利(淨損)
2015-12-31,2330,IncomeFromContinuingOperations,72842100000.0,繼續營業單位本期淨利（淨損）
2015-12-31,2330,NetIncome,72842100000.0,本期淨利(淨損)
2015-12-31,2330,NoncontrollingInterests,6314000.0,綜合損益總額歸屬於非控制權益
2015-12-31,2330,OperatingExpenses,21212600000.0,營業費用
2015-12-31,2330,OperatingIncome,77963700000.0,營業利益（損失）
2015-12-31,2330,OtherComprehensiveIncome,-2093530000.0,其他綜合損益（淨額）
2015-12-31,2330,OTHNOE,251365000.0,其他收益及費損淨額
2015-12-31,2330,PreTaxIncome,80643600000.0,稅前淨利（淨損）
2015-12-31,2330,RealizedGain,14391000.0,已實現銷貨（損）益
2015-12-31,2330,Revenue,203519000000.0,營業收入
2015-12-31,2330,TAX,7801570000.0,所得稅費用（利益）
2015-12-31,2330,TotalConsolidatedProfitForThePeriod,70748500000.0,本期綜合損益總額
2015-12-31,2330,TotalNonoperatingIncomeAndExpense,2679960000.0,營業外收入及支出
2016-03-31,2330,CostOfGoodsSold,112125000000.0,營業成本
2016-03-31,2330,EPS,2.5,基本每股盈餘（元）
2016-03-31,2330,EquityAttributableToOwnersOfParent,58284200000.0,綜合損益總額歸屬於母公司業主
2016-03-31,2330,GrossProfit,91337600000.0,營業毛利（毛損）淨額
2016-03-31,2330,IncomeAfterTaxes,64792600000.0,本期淨利（淨損）
2016-03-31,2330,IncomeBeforeIncomeTax,72255900000.0,稅前淨利(淨損)
2016-03-31,2330,IncomeFromContinuingOperations,64792600000.0,繼續營業單位本期淨利（淨損）
2016-03-31,2330,NetIncome,64792600000.0,本期淨利(淨損)
2016-03-31,2330,NoncontrollingInterests,10207000.0,綜合損益總額歸屬於非控制權益
2016-03-31,2330,OperatingExpenses,20879000000.0,營業費用
2016-03-31,2330,OperatingIncome,70467300000.0,營業利益（損失）
2016-03-31,2330,OtherComprehensiveIncome,-6498160000.0,其他綜合損益（淨額）
2016-03-31,2330,OTHNOE,8733000.0,其他收益及費損淨額
2016-03-31,2330,PreTaxIncome,72255900000.0,稅前淨利（淨損）
2016-03-31,2330,Revenue,203495000000.0,營業收入
2016-03-31,2330,TAX,7463300000.0,所得稅費用（利益）
2016-03-31,2330,TotalConsolidatedProfitForThePeriod,58294400000.0,本期綜合損益總額
2016-03-31,2330,TotalNonoperatingIncomeAndExpense,1788580000.0,營業外收入及支出
2016-03-31,2330,UnrealizedGain,32889000.0,未實現銷貨（損）益
2016-06-30,2330,CostOfGoodsSold,107469000000.0,營業成本
2016-06-30,2330,EPS,2.79,基本每股盈餘（元）
2016-06-30,2330,EquityAttributableToOwnersOfParent,72117500000.0,綜合損益總額歸屬於母公司業主
2016-06-30,2330,GrossProfit,114334000000.0,營業毛利（毛損）淨額
2016-06-30,2330,IncomeAfterTaxes,72528300000.0,本期淨利（淨損）
2016-06-30,2330,IncomeBeforeIncomeTax,93406400000.0,稅前淨利(淨損)
2016-06-30,2330,IncomeFromContinuingOperations,72528300000.0,繼續營業單位本期淨利（淨損）
2016-06-30,2330,NetIncome,72528300000.0,本期淨利(淨損)
2016-06-30,2330,NoncontrollingInterests,19919000.0,綜合損益總額歸屬於非控制權益
2016-06-30,2330,OperatingExpenses,23007600000.0,營業費用
2016-06-30,2330,OperatingIncome,91321000000.0,營業利益（損失）
2016-06-30,2330,OtherComprehensiveIncome,-390813000.0,其他綜合損益（淨額）
2016-06-30,2330,OTHNOE,-5595000.0,其他收益及費損淨額
2016-06-30,2330,PreTaxIncome,93406400000.0,稅前淨利（淨損）
2016-06-30,2330,Revenue,221810000000.0,營業收入
2016-06-30,2330,TAX,20878100000.0,所得稅費用（利益）
2016-06-30,2330,TotalConsolidatedProfitForThePeriod,72137500000.0,本期綜合損益總額
2016-06-30,2330,TotalNonoperatingIncomeAndExpense,2085390000.0,營業外收入及支出
2016-06-30,2330,UnrealizedGain,7009000.0,未實現銷貨（損）益
2016-09-30,2330,CostOfGoodsSold,128367000000.0,營業成本
2016-09-30,2330,EPS,3.74,基本每股盈餘（元）
2016-09-30,2330,EquityAttributableToOwnersOfParent,86652100000.0,綜合損益總額歸屬於母公司業主
2016-09-30,2330,GrossProfit,132051000000.0,營業毛利（毛損）淨額
2016-09-30,2330,IncomeAfterTaxes,96789100000.0,本期淨利（淨損）
2016-09-30,2330,IncomeBeforeIncomeTax,108250000000.0,稅前淨利(淨損)
2016-09-30,2330,IncomeFromContinuingOperations,96789100000.0,繼續營業單位本期淨利（淨損）
2016-09-30,2330,NetIncome,96789100000.0,本期淨利(淨損)
2016-09-30,2330,NoncontrollingInterests,26868000.0,綜合損益總額歸屬於非控制權益
2016-09-30,2330,OperatingExpenses,25840600000.0,營業費用
2016-09-30,2330,OperatingIncome,106262000000.0,營業利益（損失）
2016-09-30,2330,OtherComprehensiveIncome,-10110200000.0,其他綜合損益（淨額）
2016-09-30,2330,OTHNOE,51921000.0,其他收益及費損淨額
2016-09-30,2330,PreTaxIncome,108250000000.0,稅前淨利（淨損）
2016-09-30,2330,RealizedGain,-28181000.0,已實現銷貨（損）益
2016-09-30,2330,Revenue,260406000000.0,營業收入
2016-09-30,2330,TAX,11460500000.0,所得稅費用（利益）
2016-09-30,2330,TotalConsolidatedProfitForThePeriod,86678900000.0,本期綜合損益總額
2016-09-30,2330,TotalNonoperatingIncomeAndExpense,1987490000.0,營業外收入及支出
2016-12-31,2330,CostOfGoodsSold,125117000000.0,營業成本
2016-12-31,2330,EPS,3.86,基本每股盈餘（元）
2016-12-31,2330,EquityAttributableToOwnersOfParent,106133000000.0,綜合損益總額歸屬於母公司業主
2016-12-31,2330,GrossProfit,137109000000.0,營業毛利（毛損）淨額
2016-12-31,2330,IncomeAfterTaxes,100228000000.0,本期淨利（淨損）
2016-12-31,2330,IncomeBeforeIncomeTax,112047000000.0,稅前淨利(淨損)
2016-12-31,2330,IncomeFromContinuingOperations,100228000000.0,繼續營業單位本期淨利（淨損）
2016-12-31,2330,NetIncome,100228000000.0,本期淨利(淨損)
2016-12-31,2330,NoncontrollingInterests,27317000.0,綜合損益總額歸屬於非控制權益
2016-12-31,2330,OperatingExpenses,27176900000.0,營業費用
2016-12-31,2330,OperatingIncome,109907000000.0,營業利益（損失）
2016-12-31,2330,OtherComprehensiveIncome,5931950000.0,其他綜合損益（淨額）
2016-12-31,2330,OTHNOE,-25246000.0,其他收益及費損淨額
2016-12-31,2330,PreTaxIncome,112047000000.0,稅前淨利（淨損）
2016-12-31,2330,RealizedGain,-892000.0,已實現銷貨（損）益
2016-12-31,2330,Revenue,262227000000.0,營業收入
2016-12-31,2330,TAX,11819200000.0,所得稅費用（利益）
2016-12-31,2330,TotalConsolidatedProfitForThePeriod,106160000000.0,本期綜合損益總額
2016-12-31,2330,TotalNonoperatingIncomeAndExpense,2140130000.0,營業外收入及支出
2017-03-31,2330,CostOfGoodsSold,112429000000.0,營業成本
2017-03-31,2330,EPS,3.38,基本每股盈餘（元）
2017-03-31,2330,EquityAttributableToOwnersOfParent,66274800000.0,綜合損益總額歸屬於母公司業主
2017-03-31,2330,GrossProfit,121490000000.0,營業毛利（毛損）淨額
2017-03-31,2330,IncomeAfterTaxes,87620900000.0,本期淨利（淨損）
2017-03-31,2330,IncomeBeforeIncomeTax,97822500000.0,稅前淨利(淨損)
2017-03-31,2330,IncomeFromContinuingOperations,87620900000.0,繼續營業單位本期淨利（淨損）
2017-03-31,2330,NetIncome,87620900000.0,本期淨利(淨損)
2017-03-31,2330,NoncontrollingInterests,-6203000.0,綜合損益總額歸屬於非控制權益
2017-03-31,2330,OperatingExpenses,26156500000.0,營業費用
2017-03-31,2330,OperatingIncome,95352400000.0,營業利益（損失）
2017-03-31,2330,OtherComprehensiveIncome,-21352300000.0,其他綜合損益（淨額）
2017-03-31,2330,OTHNOE,19237000.0,其他收益及費損淨額
2017-03-31,2330,PreTaxIncome,97822500000.0,稅前淨利（淨損）
2017-03-31,2330,RealizedGain,3970000.0,已實現銷貨（損）益
2017-03-31,2330,Revenue,233914000000.0,營業收入
2017-03-31,2330,TAX,10201600000.0,所得稅費用（利益）
2017-03-31,2330,TotalConsolidatedProfitForThePeriod,66268600000.0,本期綜合損益總額
2017-03-31,2330,TotalNonoperatingIncomeAndExpense,2470110000.0,營業外收入及支出
2017-06-30,2330,CostOfGoodsSold,105102000000.0,營業成本
2017-06-30,2330,EPS,2.56,基本每股盈餘（元）
2017-06-30,2330,EquityAttributableToOwnersOfParent,67680000000.0,綜合損益總額歸屬於母公司業主
2017-06-30,2330,GrossProfit,108709000000.0,營業毛利（毛損）淨額
2017-06-30,2330,IncomeAfterTaxes,66270700000.0,本期淨利（淨損）
2017-06-30,2330,IncomeBeforeIncomeTax,86117500000.0,稅前淨利(淨損)
2017-06-30,2330,IncomeFromContinuingOperations,66270700000.0,繼續營業單位本期淨利（淨損）
2017-06-30,2330,NetIncome,66270700000.0,本期淨利(淨損)
2017-06-30,2330,NoncontrollingInterests,871000.0,綜合損益總額歸屬於非控制權益
2017-06-30,2330,OperatingExpenses,25366800000.0,營業費用
2017-06-30,2330,OperatingIncome,83255400000.0,營業利益（損失）
2017-06-30,2330,OtherComprehensiveIncome,1410240000.0,其他綜合損益（淨額）
2017-06-30,2330,OTHNOE,-86439000.0,其他收益及費損淨額
2017-06-30,2330,PreTaxIncome,86117500000.0,稅前淨利（淨損）
2017-06-30,2330,Revenue,213855000000.0,營業收入
2017-06-30,2330,TAX,19846800000.0,所得稅費用（利益）
2017-06-30,2330,TotalConsolidatedProfitForThePeriod,67680900000.0,本期綜合損益總額
2017-06-30,2330,TotalNonoperatingIncomeAndExpense,2862070000.0,營業外收入及支出
2017-06-30,2330,UnrealizedGain,40619000.0,未實現銷貨（損）益
2017-09-30,2330,CostOfGoodsSold,126231000000.0,營業成本
2017-09-30,2330,EPS,3.46,基本每股盈餘（元）
2017-09-30,2330,EquityAttributableToOwnersOfParent,89029600000.0,綜合損益總額歸屬於母公司業主
2017-09-30,2330,GrossProfit,125880000000.0,營業毛利（毛損）淨額
2017-09-30,2330,IncomeAfterTaxes,89949200000.0,本期淨利（淨損）
2017-09-30,2330,IncomeBeforeIncomeTax,100518000000.0,稅前淨利(淨損)
2017-09-30,2330,IncomeFromContinuingOperations,89949200000.0,繼續營業單位本期淨利（淨損）
2017-09-30,2330,NetIncome,89949200000.0,本期淨利(淨損)
2017-09-30,2330,NoncontrollingInterests,15694000.0,綜合損益總額歸屬於非控制權益
2017-09-30,2330,OperatingExpenses,27536700000.0,營業費用
2017-09-30,2330,OperatingIncome,98056400000.0,營業利益（損失）
2017-09-30,2330,OtherComprehensiveIncome,-903914000.0,其他綜合損益（淨額）
2017-09-30,2330,OTHNOE,-286999000.0,其他收益及費損淨額
2017-09-30,2330,PreTaxIncome,100518000000.0,稅前淨利（淨損）
2017-09-30,2330,RealizedGain,-41122000.0,已實現銷貨（損）益
2017-09-30,2330,Revenue,252107000000.0,營業收入
2017-09-30,2330,TAX,10568900000.0,所得稅費用（利益）
2017-09-30,2330,TotalConsolidatedProfitForThePeriod,89045300000.0,本期綜合損益總額
2017-09-30,2330,TotalNonoperatingIncomeAndExpense,2461730000.0,營業外收入及支出
2017-12-31,2330,CostOfGoodsSold,138855000000.0,營業成本
2017-12-31,2330,EPS,3.83,基本每股盈餘（元）
2017-12-31,2330,EquityAttributableToOwnersOfParent,91310600000.0,綜合損益總額歸屬於母公司業主
2017-12-31,2330,GrossProfit,138748000000.0,營業毛利（毛損）淨額
2017-12-31,2330,IncomeAfterTaxes,99306100000.0,本期淨利（淨損）
2017-12-31,2330,IncomeBeforeIncomeTax,111675000000.0,稅前淨利(淨損)
2017-12-31,2330,IncomeFromContinuingOperations,99306100000.0,繼續營業單位本期淨利（淨損）
2017-12-31,2330,NetIncome,99306100000.0,本期淨利(淨損)
2017-12-31,2330,NoncontrollingInterests,19862000.0,綜合損益總額歸屬於非控制權益
2017-12-31,2330,OperatingExpenses,28841700000.0,營業費用
2017-12-31,2330,OperatingIncome,108895000000.0,營業利益（損失）
2017-12-31,2330,OtherComprehensiveIncome,-7975630000.0,其他綜合損益（淨額）
2017-12-31,2330,OTHNOE,-1011310000.0,其他收益及費損淨額
2017-12-31,2330,PreTaxIncome,111675000000.0,稅前淨利（淨損）
2017-12-31,2330,Revenue,277570000000.0,營業收入
2017-12-31,2330,TAX,12368800000.0,所得稅費用（利益）
2017-12-31,2330,TotalConsolidatedProfitForThePeriod,91330400000.0,本期綜合損益總額
2017-12-31,2330,TotalNonoperatingIncomeAndExpense,2779900000.0,營業外收入及支出
2017-12-31,2330,UnrealizedGain,-36066000.0,未實現銷貨（損）益
2018-03-31,2330,CostOfGoodsSold,123104000000.0,營業成本
2018-03-31,2330,EPS,3.46,基本每股盈餘（元）
2018-03-31,2330,EquityAttributableToOwnersOfParent,82596100000.0,綜合損益總額歸屬於母公司業主
2018-03-31,2330,GrossProfit,124858000000.0,營業毛利（毛損）淨額
2018-03-31,2330,IncomeAfterTaxes,89787600000.0,本期淨利（淨損）
2018-03-31,2330,IncomeBeforeIncomeTax,99943600000.0,稅前淨利(淨損)
2018-03-31,2330,IncomeFromContinuingOperations,89787600000.0,繼續營業單位本期淨利（淨損）
2018-03-31,2330,NetIncome,89787600000.0,本期淨利(淨損)
2018-03-31,2330,NoncontrollingInterests,5317000.0,綜合損益總額歸屬於非控制權益
2018-03-31,2330,OperatingExpenses,26728400000.0,營業費用
2018-03-31,2330,OperatingIncome,96826900000.0,營業利益（損失）
2018-03-31,2330,OtherComprehensiveIncome,-7186210000.0,其他綜合損益（淨額）
2018-03-31,2330,OTHNOE,-1302200000.0,其他收益及費損淨額
2018-03-31,2330,PreTaxIncome,99943600000.0,稅前淨利（淨損）
2018-03-31,2330,RealizedGain,-117155000.0,已實現銷貨（損）益
2018-03-31,2330,Revenue,248079000000.0,營業收入
2018-03-31,2330,TAX,10156000000.0,所得稅費用（利益）
2018-03-31,2330,TotalConsolidatedProfitForThePeriod,82601400000.0,本期綜合損益總額
2018-03-31,2330,TotalNonoperatingIncomeAndExpense,3116680000.0,營業外收入及支出
2018-06-30,2330,CostOfGoodsSold,121689000000.0,營業成本
2018-06-30,2330,EPS,2.79,基本每股盈餘（元）
2018-06-30,2330,EquityAttributableToOwnersOfParent,91545900000.0,綜合損益總額歸屬於母公司業主
2018-06-30,2330,GrossProfit,111531000000.0,營業毛利（毛損）淨額
2018-06-30,2330,IncomeAfterTaxes,72293400000.0,本期淨利（淨損）
2018-06-30,2330,IncomeBeforeIncomeTax,87587600000.0,稅前淨利(淨損)
2018-06-30,2330,IncomeFromContinuingOperations,72293400000.0,繼續營業單位本期淨利（淨損）
2018-06-30,2330,NetIncome,72293400000.0,本期淨利(淨損)
2018-06-30,2330,NoncontrollingInterests,3169000.0,綜合損益總額歸屬於非控制權益
2018-06-30,2330,OperatingExpenses,26440100000.0,營業費用
2018-06-30,2330,OperatingIncome,84428100000.0,營業利益（損失）
2018-06-30,2330,OtherComprehensiveIncome,19255700000.0,其他綜合損益（淨額）
2018-06-30,2330,OTHNOE,-662664000.0,其他收益及費損淨額
2018-06-30,2330,PreTaxIncome,87587600000.0,稅前淨利（淨損）
2018-06-30,2330,Revenue,233277000000.0,營業收入
2018-06-30,2330,TAX,15294200000.0,所得稅費用（利益）
2018-06-30,2330,TotalConsolidatedProfitForThePeriod,91549000000.0,本期綜合損益總額
2018-06-30,2330,TotalNonoperatingIncomeAndExpense,3159460000.0,營業外收入及支出
2018-06-30,2330,UnrealizedGain,174325000.0,未實現銷貨（損）益
2018-09-30,2330,CostOfGoodsSold,136967000000.0,營業成本
2018-09-30,2330,EPS,3.44,基本每股盈餘（元）
2018-09-30,2330,EquityAttributableToOwnersOfParent,85190400000.0,綜合損益總額歸屬於母公司業主
2018-09-30,2330,GrossProfit,123367000000.0,營業毛利（毛損）淨額
2018-09-30,2330,IncomeAfterTaxes,89098100000.0,本期淨利（淨損）
2018-09-30,2330,IncomeBeforeIncomeTax,98896900000.0,稅前淨利(淨損)
2018-09-30,2330,IncomeFromContinuingOperations,89098100000.0,繼續營業單位本期淨利（淨損）
2018-09-30,2330,NetIncome,89098100000.0,本期淨利(淨損)
2018-09-30,2330,NoncontrollingInterests,26716000.0,綜合損益總額歸屬於非控制權益
2018-09-30,2330,OperatingExpenses,28128500000.0,營業費用
2018-09-30,2330,OperatingIncome,95245200000.0,營業利益（損失）
2018-09-30,2330,OtherComprehensiveIncome,-3881010000.0,其他綜合損益（淨額）
2018-09-30,2330,OTHNOE,6993000.0,其他收益及費損淨額
2018-09-30,2330,PreTaxIncome,98896900000.0,稅前淨利（淨損）
2018-09-30,2330,Revenue,260348000000.0,營業收入
2018-09-30,2330,TAX,9798870000.0,所得稅費用（利益）
2018-09-30,2330,TotalConsolidatedProfitForThePeriod,85217100000.0,本期綜合損益總額
2018-09-30,2330,TotalNonoperatingIncomeAndExpense,3651760000.0,營業外收入及支出
2018-09-30,2330,UnrealizedGain,14203000.0,未實現銷貨（損）益
2018-12-31,2330,CostOfGoodsSold,151728000000.0,營業成本
2018-12-31,2330,EPS,3.85,基本每股盈餘（元）
2018-12-31,2330,EquityAttributableToOwnersOfParent,101633000000.0,綜合損益總額歸屬於母公司業主
2018-12-31,2330,GrossProfit,138119000000.0,營業毛利（毛損）淨額
2018-12-31,2330,IncomeAfterTaxes,100005000000.0,本期淨利（淨損）
2018-12-31,2330,IncomeBeforeIncomeTax,111082000000.0,稅前淨利(淨損)
2018-12-31,2330,IncomeFromContinuingOperations,100005000000.0,繼續營業單位本期淨利（淨損）
2018-12-31,2330,NetIncome,100005000000.0,本期淨利(淨損)
2018-12-31,2330,NoncontrollingInterests,21165000.0,綜合損益總額歸屬於非控制權益
2018-12-31,2330,OperatingExpenses,30852300000.0,營業費用
2018-12-31,2330,OperatingIncome,107123000000.0,營業利益（損失）
2018-12-31,2330,OtherComprehensiveIncome,1648510000.0,其他綜合損益（淨額）
2018-12-31,2330,OTHNOE,-143579000.0,其他收益及費損淨額
2018-12-31,2330,PreTaxIncome,111082000000.0,稅前淨利（淨損）
2018-12-31,2330,Revenue,289770000000.0,營業收入
2018-12-31,2330,TAX,11076700000.0,所得稅費用（利益）
2018-12-31,2330,TotalConsolidatedProfitForThePeriod,101654000000.0,本期綜合損益總額
2018-12-31,2330,TotalNonoperatingIncomeAndExpense,3958840000.0,營業外收入及支出
2018-12-31,2330,UnrealizedGain,-76740000.0,未實現銷貨（損）益
2019-03-31,2330,CostOfGoodsSold,128352000000.0,營業成本
2019-03-31,2330,EPS,2.37,基本每股盈餘（元）
2019-03-31,2330,EquityAttributableToOwnersOfParent,66009800000.0,綜合損益總額歸屬於母公司業主
2019-03-31,2330,GrossProfit,90357600000.0,營業毛利（毛損）淨額
2019-03-31,2330,IncomeAfterTaxes,61387300000.0,本期淨利（淨損）
2019-03-31,2330,IncomeBeforeIncomeTax,68181700000.0,稅前淨利(淨損)
2019-03-31,2330,IncomeFromContinuingOperations,61387300000.0,繼續營業單位本期淨利（淨損）
2019-03-31,2330,NetIncome,61387300000.0,本期淨利(淨損)
2019-03-31,2330,NoncontrollingInterests,-6523000.0,綜合損益總額歸屬於非控制權益
